Kingdom,Class,Order,Family,Genus,Species,Meiosis Type,Achiasmatic Sex,Diploid Number,Sex Chromosome System,Simplified SCS,Citation
Animalia,Insecta,Coleoptera,Curculionidae,Tychius,ginsuji,Asynaptic,Male,34,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Tychius,sp.,Asynaptic,Male,34,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Tychius,stephensi,Asynaptic,Male,40,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Curculionidae,Xanium,vanhoeffenianum,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Xanthochelus,sp.,Asynaptic,Male,22,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Curculionidae,Zacladus,geranii,Asynaptic,Male,28,Xyp,XY,"Lachowska, Holecova, and Rozek (1998)"
Animalia,Insecta,Coleoptera,Dermestidae,Anthrenus,fasciatus,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Anthrenus,flavipes,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Anthrenus,sp.,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Anthrenus,verbasci,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Attagenus,elongatulus,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Attagenus,megatoma,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Dermestes,ater,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Dermestes,caninus,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Dermestes,frischii,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Dermestes,frischii,Asynaptic,Male,18,Xyyp,Complex XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Dermestes,haemorrhoidalis,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Dermestes,lardarius,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Dermestes,maculatus,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Dermestes,peruvianus,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Dermestes,talpinus,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Dermestes,vulpinus,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Dermests,sigtus,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Orphilus,subnitidus,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Trogoderma,glabrum,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Trogoderma,glabrum,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Trogoderma,inclusum,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Trogoderma,parabile,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Trogoderma,parabile,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dermestidae,Trogoderma,variabile,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Dytiscidae,Agabus,bipustulatus,Asynaptic,Male,42,Xyp,XY,Serrano and Yadav (1984)
Animalia,Insecta,Coleoptera,Dytiscidae,Agabus,sturmi,Asynaptic,Male,42,Xyp,XY,Serrano and Yadav (1984)
Animalia,Insecta,Coleoptera,Dytiscidae,Colymbetes,paykulli,Asynaptic,Male,36,Xyp,XY,Serrano and Yadav (1984)
Animalia,Insecta,Coleoptera,Dytiscidae,Rhantus,exsoletus,Asynaptic,Male,42,Xyp,XY,Serrano and Yadav (1984)
Animalia,Insecta,Coleoptera,Dytiscidae,Rhantus,notatus,Asynaptic,Male,44,Xyp,XY,Serrano and Yadav (1984)
Animalia,Insecta,Coleoptera,Elateridae,Adelocera,muri,Asynaptic,Male,22,Xyp,XY,"Rozek, Lachowska, Petitpierre, and Holecova (2004)"
Animalia,Insecta,Coleoptera,Elateridae,Agriotes,sputator,Asynaptic,Male,20,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Elateridae,Cardiophorus,cardisce,Asynaptic,Male,22,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Elateridae,Cardiophorus,convexulus,Asynaptic,Male,22,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Elateridae,Cardiophorus,convexus,Asynaptic,Male,20,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Elateridae,Cardiophorus,fenestratus,Asynaptic,Male,22,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Elateridae,Cardiophorus,gagates,Asynaptic,Male,22,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Elateridae,Cardiophorus,togatus,Asynaptic,Male,22,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Elateridae,Ctenicera,appressa,Asynaptic,Male,22,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Elateridae,Ctenicera,bombyci,Asynaptic,Male,22,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Elateridae,Ctenicera,inflata,Asynaptic,Male,20,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Elateridae,Ctenicera,media,Asynaptic,Male,22,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Elateridae,Ctenicera,ochreipennis,Asynaptic,Male,22,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Elateridae,Ctenicera,tarsalis,Asynaptic,Male,20,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Elateridae,Ctenicera,tessellata,Asynaptic,Male,22,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Elateridae,Eanus,estriatus,Asynaptic,Male,20,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Elateridae,Eanus,maculipennis,Asynaptic,Male,20,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Elateridae,Limonius,aeger,Asynaptic,Male,20,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Elateridae,Pomachilius,sp.2,Asynaptic,Male,20,Xyp,XY,"Schneider, Carraro, et al. (2007)"
Animalia,Insecta,Coleoptera,Glaphyridae,Lichnanthe,rathvoni,Asynaptic,Male,20,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Glaresidae,Glaresis,sp.,Asynaptic,Male,20,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Helophoridae,Helophorus,lamicola,Asynaptic,Male,22,Xyp,XY,R. Angus et al. (2016)
Animalia,Insecta,Coleoptera,Helophoridae,Helophorus,ser,Asynaptic,Male,22,Xyp,XY,R. Angus et al. (2016)
Animalia,Insecta,Coleoptera,Helophoridae,Helophorus,yangae,Asynaptic,Male,22,Xyp,XY,R. Angus et al. (2016)
Animalia,Insecta,Coleoptera,Histeridae,Hister,sp.,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Histeridae,Saprinus,sp.,Asynaptic,Male,26,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Hybosoridae,Hybosorus,orientalis,Asynaptic,Male,20,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Hydrophilidae,Anacaena,bipustulata,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Anacaena,globulus,Asynaptic,Male,16,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Anacaena,limbata,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Anacaena,lutescens,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Berosus,affinis,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Berosus,bispina,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Berosus,fulvus,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Berosus,hispanicus,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Berosus,luridus,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Berosus,signaticollis,Asynaptic,Male,20,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Cercyon,convexiusculus,Asynaptic,Male,30,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Cercyon,haemorrhoidalis,Asynaptic,Male,24,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Cercyon,marinus,Asynaptic,Male,24,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Cercyon,melanocephalus,Asynaptic,Male,24,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Chaetarthria,simillima,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Cymbiodyta,bifida,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Enochrus,fuscipennis,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Enochrus,halophilus,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Enochrus,quadripunctatus,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Helochares,lividus,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Helochares,punctatus,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Helocombus,bifidus,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Hydrophilidae,Hydrobius,fuscipes,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Hydrochara,flavipes,Asynaptic,Male,30,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Hydrophilus,indicus,Asynaptic,Male,30,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Hydrophilus,piceus,Asynaptic,Male,30,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Hydrophilus,triangularis,Asynaptic,Male,30,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Laccobius,ytenensis,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Laccobius ,bipunctatus,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Laccobius ,colon,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Limnoxenus,niger,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Paracymus,aeneus,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Paracymus,scutellaris,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Sphaeridium,bipustulatum,Asynaptic,Male,24,Xyp,XY,"R. Angus, Shaarawi, and Wilson (2000)"
Animalia,Insecta,Coleoptera,Hydrophilidae,Sphaeridium,lunatum,Asynaptic,Male,24,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Sphaeridium,marginatum,Asynaptic,Male,24,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Sphaeridium,scarabaeoides,Asynaptic,Male,24,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Hydrophilidae,Tropisternus,lateralis,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Hydrophilidae,Tropisternus,mutatus,Asynaptic,Male,18,Xyp,XY,Angus et al (2020)
Animalia,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,ferrugineus,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,pusilloides,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,pusillus,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,spartii,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,turcicus,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Leiodidae,Cantabrogeus,luquei,Asynaptic,Male,22,Xyp,XY,"R. Angus, Edwards, Luque, and Labrada (2012)"
Animalia,Insecta,Coleoptera,Leiodidae,Catops,coracinus,Asynaptic,Male,22,Xyp,XY,"R. Angus, Edwards, Luque, and Labrada (2012)"
Animalia,Insecta,Coleoptera,Leiodidae,Drimeotus,kovacsi,Asynaptic,Male,24,Xyp,XY,Buzila and Marec (2000)
Animalia,Insecta,Coleoptera,Leiodidae,Espanoliella,luquei,Asynaptic,Male,22,Xyp,XY,"R. Angus, Edwards, Luque, and Labrada (2012)"
Animalia,Insecta,Coleoptera,Leiodidae,Fresnedaella,lucius,Asynaptic,Male,22,Xyp,XY,"R. Angus, Edwards, Luque, and Labrada (2012)"
Animalia,Insecta,Coleoptera,Leiodidae,Leiodes,calcarata,Asynaptic,Male,22,Xyp,XY,"R. Angus, Edwards, Luque, and Labrada (2012)"
Animalia,Insecta,Coleoptera,Leiodidae,Notidocharis,whagoni,Asynaptic,Male,22,Xyp,XY,"R. Angus, Edwards, Luque, and Labrada (2012)"
Animalia,Insecta,Coleoptera,Leiodidae,Pholeuon,knirschi,Asynaptic,Male,24,Xyp,XY,Buzila and Marec (2000)
Animalia,Insecta,Coleoptera,Leiodidae,Quaestus,pasensis,Asynaptic,Male,22,Xyp,XY,"R. Angus, Edwards, Luque, and Labrada (2012)"
Animalia,Insecta,Coleoptera,Leiodidae,Speonomus,delarouzeei,Asynaptic,Male,24,Xyp,XY,Alegre and Escola (1983)
Animalia,Insecta,Coleoptera,Leiodidae,Speonomus,hydrophilus,Asynaptic,Male,24,Xyp,XY,Durand and Juberthie-Jupeau (1980)
Animalia,Insecta,Coleoptera,Leiodidae,Speonomus,pyreeus,Asynaptic,Male,24,Xyp,XY,Durand and Juberthie-Jupeau (1980)
Animalia,Insecta,Coleoptera,Leiodidae,Troglocharinus,ferreri,Asynaptic,Male,24,Xyp,XY,Alegre and Escola (1983)
Animalia,Insecta,Coleoptera,Leiodidae,Troglocharinus,jacasi,Asynaptic,Male,24,Xyp,XY,Alegre and Escola (1983)
Animalia,Insecta,Coleoptera,Leiodidae,Troglocharinus,kiesenwetteri,Asynaptic,Male,24,Xyp,XY,Alegre and Escola (1983)
Animalia,Insecta,Coleoptera,Leiodidae,Troglocharinus,schibii,Asynaptic,Male,24,Xyp,XY,Alegre and Escola (1983)
Animalia,Insecta,Coleoptera,Leiodidae,Troglocharinus,variabilis,Asynaptic,Male,24,Xyp,XY,Alegre and Escola (1983)
Animalia,Insecta,Coleoptera,Lucanidae,Cerchus,ligrius,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Lucanidae,Figulus,punctatus,Asynaptic,Male,26,Xyp,XY,Abe et al. (1992)
Animalia,Insecta,Coleoptera,Lucanidae,Lucanus,maculifermoratus,Asynaptic,Male,26,Xyr,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Lucanidae,Macrodorcas,binervis,Asynaptic,Male,14,Xyp,XY,"Abe, Kudoh, and Saitoh (1976)"
Animalia,Insecta,Coleoptera,Lucanidae,Macrodorcas,rectus,Asynaptic,Male,18,Xyr,XY,"Abe, Kudoh, and Saitoh (1976)"
Animalia,Insecta,Coleoptera,Lucanidae,Nipponodorcus,rubrofemoratus,Asynaptic,Male,10,Xyr,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Lucanidae,Prosopocoilus,inclitus,Asynaptic,Male,20,Xyp,XY,"Abe, Kudoh, and Saitoh (1976)"
Animalia,Insecta,Coleoptera,Lucanidae,Sinodendron,rugosum,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Melandryidae,Dircaea,4-maculata,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Melandryidae,Serropalpus,barbatus,Asynaptic,Male,18,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Melandryidae,Serropalpus,substriatus,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Cyaneolytta,n.,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Epicauta,atomaria,Asynaptic,Male,20,Xyp,XY,Vidal (1984)
Animalia,Insecta,Coleoptera,Meloidae,Epicauta,atomaria,Asynaptic,Male,20,Xyyp,Complex XY,Vidal (1984)
Animalia,Insecta,Coleoptera,Meloidae,Epicauta,atomaria,Asynaptic,Male,20,Xyyyp,Complex XY,Vidal (1984)
Animalia,Insecta,Coleoptera,Meloidae,Epicauta,grammica,Asynaptic,Male,24,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Epicauta,isthmica,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Epicauta,murina,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Epicauta,n.,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Epicauta,pluvialis,Asynaptic,Male,20,Xyp,XY,Vidal (1984)
Animalia,Insecta,Coleoptera,Meloidae,Epicauta,rosilloi,Asynaptic,Male,20,Xyp,XY,Vidal (1984)
Animalia,Insecta,Coleoptera,Meloidae,Epicauta,rufipedes,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Lytta,picta,Asynaptic,Male,20,Xyp,XY,Dasgupta (1977)
Animalia,Insecta,Coleoptera,Meloidae,Meloe,sp.,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Mylabris,balteata,Asynaptic,Male,20,Xyr,XY,Dasgupta (1977)
Animalia,Insecta,Coleoptera,Meloidae,Mylabris,macilenta,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Mylabris,phalerata,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Mylabris,pustulata,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Mylabris,thunbergi,Asynaptic,Male,22,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Paniculolytta,sanguineoguttata,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Pryrota,decorata,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Psalydolytta,sp.,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Sybaris,paraeustus,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Sybaris,tastaceus,Asynaptic,Male,20,Xyp,XY,Dasgupta (1977)
Animalia,Insecta,Coleoptera,Meloidae,Tetraonyx,frontalis,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Tetraonyx,quadrimaculata,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Meloidae,Zonitis,tarasca,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Melyridae,Astylus,antis,Asynaptic,Male,18,Xyp,XY,Mendes-Neto et al. (2010)
Animalia,Insecta,Coleoptera,Melyridae,Hoppingiana,hudsonica,Asynaptic,Male,14,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Nitidulidae,Nitidula,bipunctata,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Nitidulidae,Nitidula,rufipes,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Oedemeridae,Oedemera,podagrariae,Asynaptic,Male,22,Xyp,XY,"Rozek, Lachowska, Petitpierre, and Holecova (2004)"
Animalia,Insecta,Coleoptera,Oedemeridae,Oedemera,virescens,Asynaptic,Male,22,Xyp,XY,"Rozek, Lachowska, Petitpierre, and Holecova (2004)"
Animalia,Insecta,Coleoptera,Pleocomidae,Pleocoma,crinita,Asynaptic,Male,20,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Pleocomidae,Pleocoma,dubitalis,Asynaptic,Male,20,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Pleocomidae,Pleocoma,minor,Asynaptic,Male,20,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Pleocomidae,Pleocoma,simi,Asynaptic,Male,20,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Adoretus,bombitor,Asynaptic,Male,22,Xyp,XY,"Yadav, Burra, and Dange (1989)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Adoretus,decanus,Asynaptic,Male,22,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Adoretus,duvauceli,Asynaptic,Male,22,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Adoretus,epipleuralis,Asynaptic,Male,22,Xyp,XY,"Yadav, Burra, and Dange (1989)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Adoretus,incurvatus,Asynaptic,Male,22,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Adoretus,lasiopygus,Asynaptic,Male,22,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Adoretus,limbatus,Asynaptic,Male,22,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Adoretus,sp.,Asynaptic,Male,22,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Adoretus,versutus,Asynaptic,Male,22,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Adoretus,versutus,Asynaptic,Male,24,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Adorrhinyptia,dorsalis,Asynaptic,Male,22,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Adorrhinyptia,sp.,Asynaptic,Male,16,Xyr,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Adorrhinyptia,sp.,Asynaptic,Male,18,Xyr,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Adorrhinyptia,sp.,Asynaptic,Male,20,Xyr,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Aegiala,blanchardi,Asynaptic,Male,20,Xyp,XY,S. Smith and Virkki (1978)
Animalia,Insecta,Coleoptera,Scarabaeidae,Allomyrina,dichotoma,Asynaptic,Male,20,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Amaurodes,passerini,Asynaptic,Male,20,Xyp,XY,A. Dutrillaux and Dutrillaux (2016)
Animalia,Insecta,Coleoptera,Scarabaeidae,Anisoplia,flavipennis,Asynaptic,Male,20,Xyp,XY,"A. Dutrillaux, Mamuris, and Dutrillaux (2013)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Anomala,dorsalis,Asynaptic,Male,20,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Anomala,lucens,Asynaptic,Male,20,Xyr,XY,"Yadav, Pillai, and Karamjeet (1979)"
Animalia,Insecta,Coleoptera,Scarabaeidae,Anomala,polita,Asynaptic,Male,20,Xyp,XY,"Yadav, Pillai, and Karamjeet (1979)"
